Proportion(%),Working_years(y),Parental_leave(%),Overtime_hours(h),Annual_leave(%),Management_proportion(%)
24.7,13.5,96.8,19.9,71,17.2
,9,,26,50.5,1.3
25,16.4,106.7,20.1,69.7,10.5
12.8,10.7,100,25.8,60.7,5.7
,,,,,
,,,,,
,,,,,
,,,,,7
,,,15.2,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,0
,,,,,
,,,,,
3,,100,29,,
26,10,100,29.7,33.4,6.1
,12.2,,,,
0,,,13.5,,
,,,,,
,,,,,
100,2,,0,0,0
11,,,,,
92.3,,,20.4,,50
48.1,12.5,100,17.2,71.6,27.2
,,,,,
,,,,,
,,,,,
,,,,43,
,,,18,,
,,,,,
,,,,,
44.1,,,,,
,,,16.9,,2.2
14.5,10.4,100,28.8,68.7,
6.8,11,100,7.9,76,1.8
7.4,17.9,0,17.3,70.9,7.4
7.7,24,100,8.3,88.6,7.7
8.8,11.2,100,7.3,79,1
,,,,74.9,
23,10.3,100,,66,25
11.2,11.2,,,,4.3
22,12.8,100,20,77.4,3.8
,,,,,
0.7,24.5,,16.9,86.7,3.9
,,,,80,13.8
14.6,7.9,100,,33.4,2.7
,15.7,,,,
,,,,,
11.2,7.7,100,13.2,67.2,0.5
,,,,47.1,
12.5,,,,,
13.2,17.5,,8.4,,10.8
,,,,,
,,,,,
,,,,,
,,100,,41,3.7
22.5,11.3,140,,,8.2
5.1,9,,10.1,,15
55,14.4,89.6,11.5,74.1,16.5
,10.2,,,63.2,15.6
11.7,14.9,187.5,17.1,89.2,8.1
,,,,78.8,
63.1,13,99.7,15.5,81.3,20
6.4,6.8,100,31.7,45.6,2.2
46.2,13.1,101.5,20.5,51.5,11.4
28.6,11.8,100,26.3,59.3,11.3
22.1,,,,46.4,11.5
52.8,14.6,,7.3,,26.7
25.5,14.9,,,,9
,16.2,100,12.2,64,
15.6,12,,,,7.5
91,10.7,,,73.2,48.2
48,11.2,,10.4,72,7.6
13.2,9.9,100,9.1,84.4,5.8
,,,10.5,,1.1
28.4,16.1,,14.8,59.9,8.6
,8.9,,,,7.4
32.5,,,,,
,10.8,,,,4
,14.2,100,19.1,55.9,7.5
,,,,,
55.5,9.6,100,7.2,46.3,21.2
,,,,,
,,,13.8,,
8.5,10.5,,24.6,,1.8
32.7,12.6,100,11.2,63.1,5.7
41.4,,,,,13.1
,,,,,
15.4,11.1,100,,82.5,
,,,,,
,,,,,
,,100,14.4,,
10.1,3.8,,27.3,49.9,1.8
52.7,12.5,,,75.3,
12.8,16.8,91.7,6.4,60,8.1
45,9,100,30,53,9
13.3,9.8,100,18.5,83.9,14.3
,,,,,
13.8,,,11,,3.6
,,,,,
,,,,57,
34.8,11.6,100,29.6,58.3,1.5
,,,28.5,,
,7,,,,0
,,,,,
,14.5,100,24.1,,2.9
38,3.9,100,3.2,48.3,0
,,,,,
6.6,,,4.5,,
,,,16.4,,
,,,18.8,,4
,,,,,
57.8,21.4,100,4.1,63.5,26.7
,,,,,
83.3,9.7,100,6.6,82,40
,4.5,,12.3,59,0
,,,,,
,,,,,
,,,,,
,17.6,,,,1.3
,8.1,,,,60
61.3,3.8,100,12,64.2,83.3
,,,16,,
16.9,9.1,81,17.4,61.9,16.2
36.8,9.3,100,16.1,75,16.6
29.6,18.3,,11.2,,4.5
14.4,15.1,100,25,66,0
10,15,100,0.1,85,2.3
,,,21,,6.7
,11.4,,,,
,14.3,,,,0.9
,,100,,,
,13.5,,,,0
16.1,16.6,100,21.5,71,9.3
,,,10.4,,
8,23.8,,,,
20.2,18.5,94,9.3,54.8,11.5
26.5,13.9,,,43.3,
,,,,,
49.8,11.8,100,15.4,51.8,18.4
,,,11.9,82.5,65.5
10,,,,,
25,,,8.4,,
28.1,13.1,97.9,12,49.3,2.7
30.1,14.2,100,15.3,58.3,6.6
15.9,9.1,,13.3,,1.1
,,,,,
,,,,,
,,100,,,23
27.9,9,,,,
21.6,15,100,7,56,5.7
37.9,14.1,95.4,7.4,59.6,13.8
11.1,,,10.5,,0.5
10.8,11.6,100,24.1,100.6,3.5
,,,32,,
,,,34.6,,
9,18.1,100,23.2,74.5,3
9.5,,,,77.2,
13.1,,100,,,
,,,,,
,17.6,,28.3,,0
,,,,,
13.5,16.3,,,66.8,0.6
14.2,13.1,100,27.8,,3.5
13.4,14.1,100,10.9,66.2,3.3
6.1,19.3,100,,90,
,11.7,100,11.1,55,10.9
15,16.8,,13.5,52,
26.8,11.4,100,7.6,46.4,15.7
4.8,,,30,,1
11,17.3,99,26.8,85.9,4.2
17.9,14.9,100,17.7,60.6,3.1
15.4,16,100,21.9,73.3,4.3
,,,,,
9.8,17.8,100,21.8,78.8,3.2
38.8,15.6,,12.4,,
,,,,,
,,,,78.7,
5.3,21.6,,24,,1.5
3.1,11.7,100,17.6,66,2.2
,16.9,100,10.5,,
,,,,72.1,
,,,,,
13.8,10.7,98,17.5,69.4,0.3
,18,,,,
9.7,14.6,100,20.8,,0
12,14.3,100,24.6,37.5,
12,13,100,24,,
16,10.3,100,17.1,67.6,2.7
43,18.1,,11.5,74.7,2.6
9.2,10.6,,,,
19.2,16.4,100,24.4,,
,,,,,
5.5,17.5,,16.7,73,
0,,,25,20,
0.3,9,0,33,66.4,4.1
,,,,,2.1
10,10.4,0,12,71,0
1.8,,,,,
18.3,23.5,,18.8,,0
11.9,22.8,100,,68.8,
1.2,19.7,100,0,79.5,1.2
16,13,100,18,,6
,,,,65.3,45
30.8,11.8,100,26.5,73,4.9
39.2,13.8,98.2,20.4,77,21.8
24.6,12.1,100,24.9,69.6,10.9
,,,,72,11.1
,9.2,100,,,
,13.7,91.7,16.6,58.7,14
17,11.7,100,16,55,4.7
37.6,,100,,53.7,21.7
40,,100,14.6,72,
,8.1,,,,
35.7,14.3,100,17.1,64.2,6.5
33.6,9.7,100,18.2,50.9,11.4
,,,,,
39.1,15,100,23.5,60.9,10.2
,,,,68.4,1.6
,17,,16.5,,7.1
50,,,,,
,,,,,
17.1,11.8,100,10.2,56.4,5.8
9.9,15,100,14.8,57.2,1.9
,,,,,
,,,,,
18.6,22.1,100,18.5,79.4,0.7
,,,,,
,,,,,
34,8,100,10,,10
14.3,10.4,0,32.4,49,20
,,,,,
,7,,1,,25
,,,,,38.8
100,18,100,0,90.4,67
,,,,,
,12,,,,20
11.3,8.5,100,13.8,45.4,13.3
3,13.1,100,10.3,48.4,1.2
,21.5,0,,57,
5.1,,,,33,4.5
,,,,,
50,3,,3,,
,,,13,,30.8
,,,,,
26,9.6,,12,,2.1
,,,,,10.3
,14.1,,,,28.6
,,,,,
73.2,,,0.7,,60.6
,,,,,
,,,,,
7.1,7.1,,,,0
6.1,,,13.6,,50
46,,97.5,8.9,79.2,30.6
,,,,,
,,,,,
,,,,,
66.7,6.4,100,19.6,52.9,33.3
,,,,,
,18.8,,,,42.8
,,,,,
31,16.4,100,21.7,,11.8
68.7,8.3,98,5.6,69.7,47.5
27.4,15,100,7.5,31.7,7.6
,,,,,
,,,16.5,,
16.7,,,,36.7,
4,8,6,25,50,4
50,13,,,,
13.3,10.4,100,10.2,48.4,5.3
,,,,,6.3
55.5,17.2,,,,
,,,,,
,,,,,
0,0,,10,,0
20.8,2.9,,13.6,,42.9
36.4,,,,,
,,,,,
,13.1,,11.9,,13.7
,15.1,,,,
,,100,,,
0,6.3,,,,
4.1,,,,,
28,15.7,,,,
,,,,,25
50.6,7.8,,5.8,,
,10,,,,16
17,11.1,100,17.2,13.8,8.4
25,1.6,,0,100,25
14,,,8,51.4,
17,14.8,,2.9,66,2.3
,,,,,
86.3,9.9,100,5.5,77.4,65.4
50,9,,,,
17,11,100,15.5,58.3,2.5
,,,,,25
9.2,4,7,37,34.6,4.1
,,,,,33.3
,,,,,
,7.1,,13.6,25.7,0
14.8,9.4,,14.4,77.4,4.3
28.3,5,100,25,87.4,0
38.2,14,100,,47,8.3
,,,,10.5,
29,11.3,100,9.6,62.9,
50,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
19.5,7,100,,,
,16.5,100,,,2.7
25,,,,,
,,,,,
,8.8,,4,,0
,,,,,
70,3.1,,19.5,30,67
,,,,,
68.8,8.4,,2,,55.6
,,,,,
14,6,,11,,
,9.5,,,,65.5
,8.2,,7,,77.2
,4.7,,,,
,,,,,
14,10.1,,20.3,,1.2
14.7,11.6,,,,4
70,10,100,25,70,7
4.1,10.3,,13,,
26,,,17,,11.1
50,4,100,,35,28
,,,,,
,,,,,61.5
,,,,,5.3
,,,,,
25,8.3,0,25,55,0
19.4,,,,,
0,0,,10.4,,0
,,,,,
,4.7,,7.2,92.7,60
,4,,,,
,,,,,
,7.3,100,,,18
,,,,,
8.5,13.2,,,,
64,9,100,7.9,32,68
68.9,1.8,,,,29.6
,,,,,
,16,,13,,6.3
,,,,,4
,,,,,
48.4,10.3,100,,,5
,13.1,100,,,6.4
75.7,7.9,100,0,32,22.2
6,12.1,100,,,
,,,,,
,,,,,
46,8.5,100,28,,9
68,,100,,,20
,,,14.4,,0
93,6,,,,
38.7,7.9,100,,45.9,1.8
,,,,,2.4
25,15,,,,
56.7,,,,,24
16,,,,,
,,,,,
,,,,,
,,,,,0
34.8,13.2,88.9,,,0
,,,,35.6,
,,,7.7,,14.3
100,,0,8,30,0
,,,,,
,,,,,
,,,,,
,,,,,
71,,0,,,
,,,,,
,,,,,
,15.8,,,,16.7
,,,,,
1.7,3.1,,17.4,,0
,,,,,
25,2,,,,
,,,,,
,13,,,,
,,,,,
72,,,40,,
,,,,,
,,,,,
0,0,,10,0,0
,,,,,
13.5,27,,,,
,7.3,,25,,25
,,,4.5,,0
0,,,,,
,9,,,40,
,,,10,,10
,,,,,
,,,,,
,,,,,
,,,,,
,21,,,,5
,,100,,,4.9
,,,,,
68,10,,21,,24
,,,,,
,,,19.3,,78.7
,,,,,
31,14,100,4.5,,5.8
25,19,0,18,37,0
,,,,,
21.4,,,,,8.3
,,,,,
0,,,,,
73,13.5,,,,40
0,0,,1.5,10,0
69,6.7,100,5.7,66.6,64.7
,,,,,
,,,,,
,,,,,
,,,,,
22.9,19.6,100,9.4,,8.1
67.9,6,,,,37.5
,,,,,
,,,,,
,,,,,
0,,,,,
,,,,,
,23.4,100,5.5,47.5,2.6
0,,0,8,,0
,,,,,
,,,,,
87.5,,,,,
77.3,1,0,3.2,32.1,100
8,13.1,100,23,62.3,3.1
,,,,,
11.1,13.1,100,21,59.9,3.8
,3,,5,,0
43,,,,,
,,,,,
30,,0,0,50,100
,,,,,0
23,,100,24.8,,4.1
,,,,,
,,,0,,
,,,,,
,,,,,
39.6,7.5,100,10.1,59.4,11.6
31.9,7.9,100,26.5,52.4,11.1
85.7,6.8,,,,100
,,100,,,
,,,,,44.4
70.5,11.4,100,5.8,73.1,
,,,,,
83.2,5,,,,
,,100,,,
,,,,,
52.3,,,,,
14.4,,,,,7
25.6,,100,11,,8.6
,,,,,
,,,,,
,,,,,0
,,,,,
66.3,,,,,
,,,,,
50,23.7,,5,,46.2
,,,,,
30.7,15.5,,,,
,13.1,,22,69.8,2.9
,,,,,
25.9,3.7,,11.2,85,17.6
,12.2,,,,20.8
,,,,,0
,,,,,
,,,,,
,,,,,
,,,,,13
,4.2,,19.9,,33.3
4,0.4,,,,
,4,,,,
,,,,,
14.5,,,,,
,9.2,,,,
,,,,,
68.1,11.5,,0.3,100,72.2
,,,,,
,,,,,
,,,,,
76.4,,100,,,66.7
,,,,,
,,,,,
,,,3,,0
,,,,,
7.5,8,0,30,40,0
100,3,0,20,20,100
,,,,,
10,13.9,100,,,
80,,100,3,60,75
,,,,,
22,13,0,,60,
,,,,,
,,,,,
,,,,,
20,,6,1,35,
,,,,,
,,,,,
,,,,,
,,,37.5,,
81.3,,,,,
22,13.2,99,18.9,67.1,1.8
,,,,,
,,,,40.1,
,,,,,
,,,,,
10.3,,100,,,
,,,,,
,,,,,
,,,,,
14.6,12.2,,17,47.8,1.3
75.4,8.7,,2.5,64.1,40.1
15.8,4.2,,,,2.2
,,,,,
86,5,0,10,20,0
,,,,,
,,,,,
31.5,11.6,100,2.7,30.4,2.7
,,,,,
,,,,,
2.6,,,,60,
,,,,,
,,,,,
,9.4,,10.7,46.8,0
,,,,,
,,100,5,,
,,,7,,
15.6,,,,30.1,
,,,,,
32,,,15,41.6,
,,,,,
8.9,12,,25,54.6,0.6
,,,,,
,,,,,
,,,,,
37,6.8,,,,18
33.8,10,100,0.7,52.5,2.3
,,,,,
,,,,,
19.2,15.1,100,15,77.9,
,13.8,,,,22.2
,,100,,,
,,,,,
,,,,,
,,,,,
,15.1,,,,0
,10.4,100,10.5,66.9,0
,,100,,,
,,,,,
,,,12.8,,2.6
,7,,,,7.7
63.7,,85.7,,44.9,
40.9,10.3,,12.8,,20.5
87.9,11.6,108.7,2.5,78.3,61.3
29.7,8.7,142.9,13.9,67.9,10.2
45.2,17.4,99.5,11.6,68.5,30.1
,7.1,,,,
,,,,,
0,,,,,
,,,,,
,,,,,
,,,,,
,15,,,,16
18,,,,,
,,,,,
,,0,,,
50,9,100,,,
20.4,9.9,100,22.5,,3.5
,,,,,
,,100,,,50
,,,,,
,8.9,,,,7.6
,7.6,,,,2.1
,8.9,100,,,
,,,,,
35.5,9.2,,,,4.6
,,,,,
24.4,6.8,,1.7,57.5,1.7
,,,,,
,,,,,
50,3.2,0,0,40,0
7.1,4.5,0,45,70,16.6
5,3.3,0,45,70,16.6
,,,,,
,,,,,
50.5,,,2.9,,11.5
,,,,,
,,,,,
,,,,,
14.2,20,100,23.6,64.2,3.5
,,,,,
,,,,,
,,,,,4
24.3,14.8,100,16.5,49.1,1.9
,10,,4.4,,52.9
,,,,,100
,,,,,
,9.8,,,,
,,,,,
,,,,,
60,,100,,,
,,,,35.2,
,,,,,
40.8,,,,,
,5,,30.6,,
,7.3,,49.2,40.6,4.5
,,,,,62.1
71.8,,,,,30.3
,10.4,,,,
,,,,,
90.2,6.1,100,2.5,,62.5
17.2,,0,13,,
,,,,,
22.3,8.5,100,11.1,57.6,39.7
,,,0.9,,40.9
,,,,,
2,45,67,13,61,0
15,,,,,
16,8,100,14,30.9,3
,,,,,
10.5,19.7,,21.7,,3.9
14.8,6.7,,,,
,,,,,
,,,,,
,3.9,,,,34.5
,,,,,
58,4.4,100,15.3,42.2,25
13,3.1,100,8,,8.3
23.8,6.7,,,,12.4
,,,,56.6,
,,,,59.8,
,,,5.3,,50
,,,23.9,,4.2
,,,,,
,,,,,
,,,,,
,,,,,22.9
12.5,,,,,
63,,100,,,
,,,,,
,,,,,
74,8.8,100,23.8,57.3,40
,,,,,
,,,,,
,,,,,
,,,,,37.9
10.6,,,,,
9,12.6,,15.1,,0
30.9,15.7,,6.6,78.6,
6.4,10,,22.7,53.6,4.8
,,,,,
7.6,7.2,,19.8,,
29.2,13.2,,19,56,19
,,,,,
55.2,10.2,104.1,9.4,72,17
,,,,,
,,,,,
100,,100,30,70,0
,,,,,
,,,,,
23.5,,,,,
67,5.4,100,13,55.6,25
,,,,,
,,,,,5.9
46.2,,,14.6,,22.1
,,93,,,30
,,,,,
,,,,,
,,,,,
,,,,,
,6,,,,
,6.6,,,,32
,,,,,72
75,9.3,,,,15.6
,,,,,
75,,,,,66
55,,,6.5,63.1,
,,,,,
,,,,,
92,,,,,
,5.4,,,,
,,,,,
,,,,,
,,,,,
,,,,,
74.4,11.1,100,8.2,71,45
40,,,,,40
75,,100,15,100,50
68.5,4,0,4.6,,60
,,,0,,0
,,,,,
,,,,,
,,,,,
,5.8,,,,
,,,,,
,18,,,,7.4
,,,,,
,,,,,
,10,,,,0
,,,5.7,,
50,6.5,0,10.8,90.4,50
,,,,,
,,100,,,40
23.7,4.7,,17,,13.8
32,,,,71.9,
31.8,15,100,12,,4.5
,,,,,
27,,,,62,0
,,,,,
,,,,,
,7.6,,,,16.7
,,,,63.2,3.9
,,,,,
,,,,,
,,,,,
91.4,,,13.9,,18.7
,,,,,
47.3,6,12.5,22.3,100,0
,,,,,
,10.7,,,,
22.1,13.6,100,29.3,60.4,2
,,,,,
,,,,,
,,,,,
,,,8.1,,11
,,,,,12
,,,,,26
,,,,,8
7,9.8,,,82.9,
6.5,15.4,100,23.6,71.6,0
8.6,,,,,
23.8,16.9,100,21.3,64.5,7.6
,,,,,
14.7,5.1,0,27.3,55.2,5
96.9,4.4,,38.3,,90.6
100,2,,0,,100
,,,,,
,,,,,
,9.3,100,4.5,54.4,33
18,,100,,,
,,,,,
43.2,2.9,100,12.9,70.5,29
,,,,,
,,,19.8,,20
75,,,,,
,,,,,
,,,,,
,4,,3.8,,50
3.6,,,,,
,,100,33,65,50
,,,,,
,,,,,
21.6,8.1,100,,,
26.7,7.4,100,5.9,75.3,26.7
,5.8,,17.2,52.3,16.7
30.8,6.1,,,,6.9
,,,,,17
,,,,,
63.1,9,,,,
,,100,,62.8,10.4
,,0,,84.6,7.4
,,,,,
,,,,,
,,,,,
,,,10,,15
,7,,,,
25.9,,,,,7.1
95,,100,15,10,100
,,,0,,0
,,,,,
,,,,,
,,,,,
18.5,8,100,29,54,0
,,,,,
24,3,100,18.7,31,7
100,,0,,,100
38.8,5.6,100,16.5,76.4,14
,2.3,,,,0
22,,,,,0
46,,,,,
,8,,,,0
23.3,6,0,12,,0.6
34.2,8.5,100,1.3,60.1,1.5
,,,,,
,,,,,
,,,,,
,,,,,
60.6,,,,,
18.5,17.3,,0,,12.7
,,,,,
,,,,,
55.1,6.1,100,2.3,82.5,44.7
,,,5,,
,,,,,
,,,,,
0,0,0,1.9,1.5,0
,,,,,
50,,,,45,
,,,5,,30
41.5,10.9,100,,,
,,0,,,
,,,,,
,,,2.8,,
,,,,,
,,,,,
,,,,,
,,,,,
12.6,12.1,,,,2.5
,,,,,
0,,,,,
59.1,7.9,,10,,17.1
,,,,,
,14.5,100,,56.1,2.5
,,,,,
,,,,,
17,,,10,,
,,,,,
27.8,,66,4.4,,4.9
,,,,,
,7.6,,12,,5.2
,,,19.5,,7.7
,,,,,
,,,10,,12.1
,,,,,
,12.6,,,,9.7
,,,,54.1,
,13.1,,,,
30.1,10,,,,
,,,,,
0,,,,,0
,,,,,
10,,,,69,
,,,,,
,,,,,
27.1,9,100,3.7,51.3,0
,,,,,
47,13,,,,
30.3,12.4,,8.3,,14.3
,,,,54.5,
,,,,,
35.8,9.7,,,50.6,6.3
,,,,,
43.5,13.7,,,45,6.3
27,7.7,100,26.9,63.2,5.6
,5.7,100,27.9,30.4,10.9
,,,,,
22.8,17,100,12.2,62.6,9.6
19.7,13.7,100,15.4,70.2,4.9
50,,,,,0
47,12.8,,,,
90,,,,,
81,8.2,0,7.9,,21.4
93.1,8.7,100,3.6,64.7,
33.4,12.8,100,7.7,74,6.6
,,,,,21.1
1,5,0,7.2,62,0
,10.9,100,19.9,62.2,
,,,,,
,,,,,
,,,13.2,,
29.4,,,,,
11.5,12.9,100,,,
9.6,,100,30,,
,,,,,
,,,,,
,,,,,
,,,15,,0
0,,,20,,25
100,21,100,,34.1,6.7
0,,,,,
20,10.8,,8.1,69.7,5.4
,,,,,
24.5,,,9.4,66.7,
,,,,,
,,,,,
,,,,,
57.6,14.8,100,10.5,71,12.5
0,7,,10.4,,0
60.3,3.5,,,,26.1
,,,,,
,,,,,0
,9.9,,,,8.3
3,0,,19.4,,0
,,,,,
5.9,,,,,0
,,,,,
63.9,2.9,,,,
,,,,,
24,,10,24,35,10
18.3,7.8,0.6,,18.1,7.6
,,,,,
,,,,,
,,,,,
,9,,20,32.8,5.7
,12,,,,
44.1,11.4,,,,15.9
,,,,,
,,,,,
46.7,6,,6.1,,28.4
,,94.1,,,
,,,30,,
,,,,,
26.9,14.4,100,8.1,71.7,7.6
,9.7,,,77.8,2.7
,,,,,
19.4,16.1,,,,
,16.3,100,7.9,71.6,2.3
14.5,11.3,100,,,2.8
,,,,,
100,,,1,,100
,7.3,,0,,33.3
14.4,12.5,100,16.7,64.6,5.9
,,,,,
,,,30,,0
23,,,,,
25,4.5,,9.8,133.3,
10.1,11.9,,,,3.8
,,,,,
,,,13.8,63.2,3.8
12,16.8,100,16,75.3,0.8
,,,32.3,,0
,,,15.8,,
,13.9,100,15.3,79,5
51.2,11,100,,57.1,44.4
19,11.9,,,,0
,,,,,
,,,,,
,,,,,
62,17.4,,10.5,11.1,
9,10.8,,18,,
,,,,,
,13,,16.2,57.8,6.3
,,,,,
34,,0,,,6
7.1,3.5,,26.3,100,1.5
,,,,,
100,,,,,0
,13,,8.6,71.6,2.2
61.5,,,,,
,,,,,
,,,,,
,,,0,,
,,,,,
,,,,,
,,,,,
8.5,,,,,
24,15,100,17.2,100,0.7
,,,,,
,,,,,
,,,,,
,,,,,0
,,,,,
,,,,,
,,,,,
,,,,,35
,,,,,
,,,,,
,,,,,
0,,,,28,0
0,0,0,2,0,0
,,,,,
,,,,,
,,,,,
,23,,,,
,,,,,
,,,,,
0.6,,,,,
55.5,7,,,,
30,10.6,0,,,17.6
,,,10,,3.8
100,,,1.8,,100
,8.1,100,,,
,6.1,,32.6,53.8,0.8
12.7,3,100,15.8,60.4,0
,,,,,
,,,,,
,,,,,
100,8,100,15,,3.7
33.2,,,18.3,,11.1
,,,,,
,0,,,,11
,,,,,
,,,25,,
,,,8,,0
,9,,,25.5,0
43.8,6.6,,,,5.6
,,,,,
,,,,,
31,6,100,36,70.9,9
20.9,11.9,100,,,
,,150,,,
24,7.1,100,,33.6,4.2
,,,,,
27,5,5,9,,1
24.8,15.7,100,12.6,73.2,0
,,,,,
,,,,,
,,,,,
,,,,,
,10.6,100,,28.6,
0,18,,,,
22,16,,,78,21
,,,,,
,,,7.5,,20.9
16.6,25.7,100,18.8,45.5,12.5
,,,,,
,,,,,
,10.5,,,,
,,,,,
70.7,,,8.5,,37.5
7.6,13.1,110.7,10.4,100,9.7
,,,,,
,1.4,,,,45
,,,,,
,,,,,
9.6,21,,,74.5,
12.1,22,0,11.1,,5.3
,,,,,0.6
42.6,11.2,100,,,10.5
16.9,10.8,100,16.5,23.3,1.6
61.2,8,,,,
28,18,100,28,65,0
,,,,,
,8.8,,5,48.4,0
60,,100,,74,2
,,,0.6,,1.5
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,0
,,,,,
,,,,,
,,,,,
72.1,,100,6.7,67,34.3
,11,100,2.2,,40.5
,18.4,,,53,21.8
,,,,,0
,,,,,
,,,,,
23.4,,,,,16.7
,,,,,
,,,,,
17,5,,,,5
83,,,,,
,,,,,
50,,,,,
,,,,,33
,,,,,
,,,,,
,,,,,
,,,,,
25,5,,9,,6
42.5,12.9,,12.2,66.2,1.2
,7.6,,3.3,,50
,,,,,
12.8,11.5,,,,
30,,100,10,,0
1.9,2.5,100,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,56.9,
,,,,,0
,,,1.5,,
,,,15,,0.5
0,,0,10,,
,,,,,
,,,,,
,5.5,,24,,0
,,,,,
75,10,100,,,47.8
,,,,,
0,,,,,
6,,,,,0
9,19,100,3,43,2
,,,,,
,,,,,
20.3,9.3,,,,
45.8,18,100,,,2.8
0,,,,,
33.6,14.1,,,,
9.8,5.2,2.3,49.8,6.4,0
,,100,,70,
,,,,71,
,,100,,71,
27.3,11.1,,1,,
,,,,,
20.1,15.1,100,25.5,19,3.5
56,,,,,
,,,,,
20.8,10.2,100,8.6,92.4,5.3
,,,,,33.3
,,,,,
,,,,,
,,,,,
7.1,10.2,100,,74.2,4.2
30.1,,100,,,12.5
28,,,,64,
,,,,,
,,,,,
,,,,,
58.4,11.9,100,6.2,52.9,2.4
40,5.2,0,4,45,
,,,,,
20,10,,38,33,25
32.7,8.1,100,14.8,54.4,0.8
,,,,,
,,,,,
18,,,,,
11,,,,,
,,,,,
,,,,,
11.1,7,,,,25
83,2.4,,10,,100
0,,,,,
50,,,,,0
,,,,,
,,,,,16
,,,,60,
,,,,,
6.7,,,16.2,,0
,,,,,
,,,,,
,,,,,
7.9,9.3,,26.7,46.9,0
30,,,,,
,,,,98.4,
13.4,,100,16.1,38.5,2.3
,,,,,
25.8,4.8,100,9.8,23.7,2.8
14.2,9.1,100,10.9,48,7.6
,,,,,
,,,,,
,,,,,
50,11.7,100,,,100
,,,2,,33
,11.8,,,,
,,,,,
11.4,12.5,100,22.5,20.3,2.2
55,8,100,7.8,,9
,,,,,
63.2,3.3,,0,,50
,,,,,
75,4,100,,,33.3
,,,,,
35,12.7,100,7,67.5,4.8
7.8,,,,57.2,5.9
47,10.4,,,,
,11.3,,,,
,12.5,100,,,
68.3,8.6,,,,
,,,,,
20.4,10.4,100,6.6,,1.9
,,,,,
,1.8,,44.1,,0
92.3,,,18.4,,4.8
12,,,,,5
,,,,,
,,,,,
,,,,,
,,,,,
79.1,7.8,,6.5,82,18.9
,,,2,,
27,9.2,,17.4,58.2,5.4
,,,,,
5,,100,,,
,,100,,,13
9.8,10.4,100,21.2,,2
,,,21,,0
25,,,,,
,,,,,
,,,,,
,,,,,
,,,26,,14.3
29.1,,,,83,14.2
,9,,,,4.8
8.7,4.9,100,40.9,75.8,0
,,,,,
21.3,16,100,20,40,1.9
63.1,3.6,100,5.4,72.5,50
18,,,,,
,,,,,
13,,,,,
,,,,,
42.1,,100,,,4.8
38.6,14.5,100,1.7,55.8,4.4
29.2,,,,,0
,5.6,,,68.6,
17.9,7.4,,,,12.3
29,7,100,20,47.2,19
38,8.6,100,8.3,53.9,1.3
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,4.3
60.4,,,11.2,,22.5
17,19.4,100,16.5,71.6,7.1
13,,,8.5,,
65,10.8,100,13.5,69,35
12.3,,,10.6,79,2.8
57,,,17,,
,,,,,
35.7,10.1,100,5.3,49.6,
22.8,14.9,100,10,74.1,4.8
13.8,11.9,100,9,79.9,0
,,,,,
29.6,15.6,100,6,73.6,13.7
23,,,7,,
4.6,8.5,100,10.9,61.6,3.4
,,,,,
,,,,,55.5
14.5,10.5,100,11.6,77.1,3
4.3,,,,,
22.5,,,11.3,,0
4,27.5,100,35.5,44.4,4
1.3,13.5,100,,,2
0,0,0,17,,0
,,,,,
0,,0,14.5,,31.3
,,,,,
,11,100,12.7,,6.6
0,0,0,0.5,80,0
30.8,15.2,66.6,,76,35.7
,,,,,
,,,,,
0,0,0,0,0,0
,,,,,
,,,,,
12.4,18,100,,32.2,
,,,,,
,,,,,
59.3,,,7.8,,4.8
30.7,7.8,,14.7,,20
26.1,4,,15.2,,13.3
,,,,,
,,,,,
26.8,6.4,,17.1,,6.9
,,,,,
0,,,,,
,,,,,
,,,,,
,,,,,
,,,35,,6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,5.3,,15.1,87.7,18.5
,,,,,
,,,,,
,,,12.2,,
0.6,,,,38.9,
74,3.7,,13.5,52.4,46
,,,,,
40.3,10.8,100,,52.1,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
11,9.7,0,19,35.9,9
74,9.4,,,76.1,50
,,,,,
,,,,,
,,,,,
,9.5,,,,
,,,,,
41,7.6,,2.5,,50
,,,,,
,,,,,
71.4,,100,,,0
,,,,,
28,5,,,100,33
,,,,,
71.3,,,,,
17.8,,,,83.3,9.4
,,,,,
,0,,,,40
50,5,100,20,50,0
,,,,,
73,,,,,33.3
,,,,,
,,,0,,
,,,,,
,,,,,
,,,,,
70,3,100,1,70,0
,,,,,
,,100,,,
,,,,,
,,,,,
61,,,,,0
,,,,,
33.3,,,,,
,,,,,
,,,,,
0,,,4.2,5,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,60
,,,2,,0
,,,,,
,,,,,
,,,,45,100
22.2,6.1,100,0,,0
,,,,,
,,,,,
,,,22,,20
40,9,,,,50
,,,,,
,,,,,
